Customer_ID,Age,Gender,Location,Education_Level,Income_Level,Avg_Order_Value,Total_Purchases,Total_Spending,Purchase_Freq,Last_Purchase_Date,Product_Category,Web_Visits_Mo,Time_On_Site,Cart_Abandonment,Discount_Usage,Loyalty_Member,Email_Click_Rate,CSAT_Score,Churn_Risk,CLV
CUST-1168,43,Male,San Francisco,Bachelor's,69361,91.84,47,4316.48,3.92,2025-05-14,Luxury,22,20.2,0.29,0.43,1,0.08,3,High,6474.72
CUST-1169,59,Female,Chicago,Master's,65418,98.25,44,4323.0,3.67,2025-08-11,Books,5,7.1,0.3,0.6,0,0.01,2,High,6484.5
CUST-1170,30,Female,Seattle,Master's,43418,68.81,9,619.29,0.75,2026-02-06,Luxury,29,43.3,0.37,0.11,0,0.08,6,Medium,928.94
CUST-1171,68,Female,Seattle,PhD,76782,98.95,40,3958.0,3.33,2025-03-16,Apparel,3,1.8,0.18,0.28,1,0.08,4,High,5937.0
CUST-1172,49,Female,Portland,High School,95336,126.73,23,2914.79,1.92,2025-04-25,Beauty,27,19.8,0.39,0.31,0,0.27,8,High,4372.18
CUST-1173,56,Female,San Francisco,Master's,72156,96.34,13,1252.42,1.08,2025-08-06,Home & Kitchen,27,39.2,0.35,0.41,1,0.19,2,High,1878.63
CUST-1174,66,Female,Portland,Bachelor's,14130,39.27,32,1256.64,2.67,2025-05-26,Beauty,8,11.7,0.65,0.74,0,0.02,4,High,1884.96
CUST-1175,69,Female,Miami,Bachelor's,104742,143.41,15,2151.15,1.25,2025-08-09,Electronics,20,12.0,0.38,0.7,0,0.04,2,High,3226.73
CUST-1176,49,Male,Austin,Bachelor's,79938,95.59,36,3441.24,3.0,2025-10-01,Home & Kitchen,10,5.1,0.3,0.11,1,0.05,2,High,5161.86
CUST-1177,21,Female,Denver,Master's,39782,44.62,49,2186.38,4.08,2026-02-04,Beauty,13,8.6,0.12,0.14,0,0.19,2,High,3279.57
CUST-1178,47,Male,Miami,Bachelor's,86814,107.54,5,537.7,0.42,2025-08-20,Beauty,29,43.4,0.2,0.29,0,0.22,1,High,806.55
CUST-1179,54,Male,Austin,Master's,90810,112.96,22,2485.12,1.83,2025-03-31,Books,3,2.0,0.16,0.23,0,0.26,4,High,3727.68
CUST-1180,40,Female,Chicago,Bachelor's,69105,96.32,16,1541.12,1.33,2025-07-07,Books,29,29.1,0.19,0.49,0,0.28,2,High,2311.68
CUST-1181,56,Male,Portland,Master's,59754,80.83,41,3314.03,3.42,2025-04-15,Electronics,22,29.7,0.31,0.72,0,0.06,9,High,4971.04
CUST-1182,62,Male,Chicago,PhD,72469,100.02,10,1000.2,0.83,2025-12-17,Luxury,8,4.2,0.41,0.77,0,0.09,9,Low,1500.3
CUST-1183,32,Female,Chicago,Bachelor's,50824,95.87,24,2300.88,2.0,2025-09-20,Home & Kitchen,29,32.0,0.17,0.52,0,0.07,7,Medium,3451.32
CUST-1184,60,Male,Austin,PhD,73677,101.69,18,1830.42,1.5,2025-05-07,Books,9,7.0,0.58,0.67,1,0.11,6,High,2745.63
CUST-1185,46,Male,San Francisco,High School,12464,42.24,49,2069.76,4.08,2026-02-01,Home & Kitchen,22,30.0,0.36,0.42,0,0.27,3,High,3104.64
CUST-1186,53,Female,Austin,High School,65858,84.56,18,1522.08,1.5,2025-09-18,Electronics,21,16.5,0.07,0.17,0,0.17,7,Medium,2283.12
CUST-1187,30,Female,Boston,High School,91893,98.04,7,686.28,0.58,2025-03-30,Books,12,14.2,0.18,0.42,0,0.22,1,High,1029.42
CUST-1188,49,Male,Seattle,Bachelor's,66886,63.9,4,255.6,0.33,2025-08-28,Books,11,12.9,0.11,0.44,1,0.15,9,High,383.4
CUST-1189,24,Female,Seattle,Bachelor's,38637,53.45,26,1389.7,2.17,2026-01-07,Luxury,2,1.4,0.66,0.59,1,0.01,4,Medium,2084.55
CUST-1190,68,Female,Miami,High School,59725,53.92,5,269.6,0.42,2025-05-11,Home & Kitchen,18,9.6,0.09,0.18,1,0.02,6,High,404.4
CUST-1191,39,Female,Seattle,High School,85053,110.19,16,1763.04,1.33,2026-01-19,Home & Kitchen,9,8.2,0.63,0.29,1,0.16,6,Medium,2644.56
CUST-1192,45,Female,Austin,PhD,47434,63.61,35,2226.35,2.92,2025-05-21,Home & Kitchen,2,1.6,0.33,0.29,0,0.22,3,High,3339.52
CUST-1193,19,Undisclosed,Atlanta,Master's,34809,41.68,26,1083.68,2.17,2025-10-15,Luxury,2,2.6,0.26,0.77,0,0.06,4,Medium,1625.52
CUST-1194,59,Female,Portland,Master's,69651,90.96,18,1637.28,1.5,2025-08-27,Books,3,3.9,0.85,0.36,1,0.22,10,High,2455.92
CUST-1195,62,Female,Austin,Master's,60604,73.22,29,2123.38,2.42,2025-08-10,Electronics,16,15.3,0.06,0.6,1,0.24,3,High,3185.07
CUST-1196,74,Female,Austin,Master's,13522,38.03,23,874.69,1.92,2026-01-19,Home & Kitchen,19,21.0,0.2,0.6,0,0.12,6,Medium,1312.04
CUST-1197,70,Male,Denver,High School,59912,86.99,14,1217.86,1.17,2025-03-17,Beauty,4,4.4,0.12,0.21,0,0.22,1,High,1826.79
CUST-1198,23,Male,Portland,Bachelor's,31067,44.05,15,660.75,1.25,2025-05-18,Luxury,23,30.5,0.22,0.46,1,0.12,8,High,991.12
CUST-1199,45,Female,Boston,Master's,81574,99.2,49,4860.8,4.08,2026-02-04,Apparel,25,23.1,0.23,0.72,1,0.2,8,Low,7291.2
CUST-1200,45,Female,Seattle,Bachelor's,96218,118.37,33,3906.21,2.75,2026-01-05,Electronics,18,14.0,0.16,0.38,0,0.23,9,Low,5859.32
CUST-1201,61,Female,Portland,Bachelor's,105700,111.63,25,2790.75,2.08,2025-06-22,Beauty,20,15.3,0.1,0.76,1,0.3,6,High,4186.12
CUST-1202,61,Male,Seattle,High School,89925,112.07,21,2353.47,1.75,2025-10-31,Home & Kitchen,25,25.9,0.18,0.17,0,0.1,1,High,3530.2
CUST-1203,37,Female,Miami,Bachelor's,53758,59.45,17,1010.65,1.42,2025-11-16,Apparel,18,17.1,0.29,0.06,0,0.12,3,High,1515.98
CUST-1204,47,Male,Portland,Bachelor's,58903,84.56,23,1944.88,1.92,2025-10-23,Electronics,10,9.4,0.32,0.71,0,0.05,1,High,2917.32
CUST-1205,28,Female,Seattle,Bachelor's,79778,95.43,43,4103.49,3.58,2025-03-30,Luxury,11,6.5,0.24,0.68,0,0.06,5,High,6155.24
CUST-1206,75,Female,Boston,Bachelor's,75392,81.03,17,1377.51,1.42,2025-09-25,Apparel,29,35.3,0.26,0.79,0,0.21,3,High,2066.26
CUST-1207,72,Female,New York,Bachelor's,97566,111.77,14,1564.78,1.17,2025-07-14,Books,17,12.1,0.12,0.54,1,0.28,2,High,2347.17
CUST-1208,45,Female,Chicago,High School,114587,129.21,29,3747.09,2.42,2025-04-28,Apparel,26,18.1,0.15,0.75,0,0.12,3,High,5620.64
CUST-1209,42,Female,Chicago,High School,110343,141.03,20,2820.6,1.67,2025-12-01,Beauty,24,21.9,0.11,0.66,0,0.05,9,Low,4230.9
CUST-1210,56,Male,Boston,Master's,94878,116.61,30,3498.3,2.5,2026-02-08,Electronics,25,18.2,0.14,0.68,0,0.09,8,Low,5247.45
CUST-1211,50,Female,Denver,Bachelor's,75558,86.0,19,1634.0,1.58,2025-05-16,Beauty,23,24.9,0.13,0.46,0,0.14,3,High,2451.0
CUST-1212,18,Male,New York,High School,36746,73.24,39,2856.36,3.25,2025-11-12,Beauty,24,20.9,0.23,0.31,1,0.09,2,High,4284.54
CUST-1213,74,Female,Miami,Master's,98228,124.49,13,1618.37,1.08,2026-01-12,Home & Kitchen,20,19.0,0.25,0.75,1,0.07,5,Medium,2427.55
CUST-1214,44,Female,Boston,Bachelor's,62053,78.69,18,1416.42,1.5,2025-10-24,Luxury,16,16.6,0.38,0.35,1,0.22,1,High,2124.63
CUST-1215,74,Female,Chicago,Bachelor's,54346,58.81,23,1352.63,1.92,2025-12-19,Apparel,20,14.1,0.12,0.43,1,0.0,4,Medium,2028.95
CUST-1216,69,Female,Chicago,High School,49651,65.41,46,3008.86,3.83,2025-03-27,Electronics,13,8.5,0.27,0.36,0,0.16,8,High,4513.29
CUST-1217,30,Female,Chicago,Master's,47472,65.27,33,2153.91,2.75,2026-01-08,Books,2,2.8,0.75,0.45,0,0.24,1,High,3230.86
CUST-1218,58,Non-binary,San Francisco,Bachelor's,37360,61.05,39,2380.95,3.25,2025-03-11,Luxury,24,22.4,0.25,0.38,1,0.08,5,High,3571.42
CUST-1219,20,Male,Boston,Bachelor's,31249,57.32,40,2292.8,3.33,2025-09-15,Luxury,27,24.6,0.14,0.04,1,0.18,4,Medium,3439.2
CUST-1220,56,Male,Austin,Master's,45004,73.07,18,1315.26,1.5,2026-01-16,Electronics,2,1.1,0.31,0.71,1,0.2,6,Medium,1972.89
CUST-1221,23,Male,Miami,Bachelor's,26082,29.97,9,269.73,0.75,2025-11-17,Luxury,25,24.9,0.06,0.36,1,0.2,7,Medium,404.6
CUST-1222,25,Male,Chicago,Bachelor's,33506,55.59,33,1834.47,2.75,2025-10-03,Home & Kitchen,14,14.8,0.16,0.47,1,0.13,9,Medium,2751.7
CUST-1223,44,Female,Seattle,High School,68632,87.04,32,2785.28,2.67,2025-10-07,Luxury,4,4.2,0.7,0.11,0,0.1,1,High,4177.92
CUST-1224,26,Non-binary,Boston,Bachelor's,73592,120.37,17,2046.29,1.42,2025-08-10,Home & Kitchen,17,20.5,0.07,0.0,0,0.25,10,High,3069.44
CUST-1225,54,Male,San Francisco,High School,92302,112.95,19,2146.05,1.58,2025-03-05,Apparel,13,8.8,0.13,0.2,1,0.23,4,High,3219.08
CUST-1226,50,Male,Boston,Bachelor's,82290,96.06,27,2593.62,2.25,2025-05-07,Apparel,4,3.0,0.66,0.56,1,0.1,6,High,3890.43
CUST-1227,68,Male,Miami,Master's,95377,116.48,6,698.88,0.5,2025-09-16,Beauty,3,3.9,0.73,0.08,0,0.03,10,Medium,1048.32
CUST-1228,59,Female,San Francisco,Bachelor's,66599,86.51,35,3027.85,2.92,2025-08-13,Home & Kitchen,12,17.4,0.21,0.73,0,0.02,7,High,4541.77
CUST-1229,61,Female,Miami,Bachelor's,97235,97.34,37,3601.58,3.08,2025-10-19,Books,22,14.0,0.29,0.17,0,0.03,7,Medium,5402.37
CUST-1230,41,Male,Boston,High School,72194,96.28,34,3273.52,2.83,2025-08-03,Apparel,23,22.9,0.19,0.16,0,0.17,8,High,4910.28
CUST-1231,32,Non-binary,Austin,Bachelor's,68374,85.27,20,1705.4,1.67,2026-01-13,Luxury,8,5.7,0.23,0.15,1,0.02,10,Low,2558.1
CUST-1232,71,Female,Miami,Bachelor's,94230,113.96,25,2849.0,2.08,2025-10-27,Electronics,2,1.1,0.42,0.01,0,0.1,8,Medium,4273.5
CUST-1233,49,Male,San Francisco,Master's,47556,58.82,4,235.28,0.33,2025-07-06,Electronics,6,5.0,0.56,0.62,0,0.23,8,High,352.92
CUST-1234,49,Female,San Francisco,High School,105472,114.53,10,1145.3,0.83,2026-02-23,Home & Kitchen,22,14.2,0.38,0.7,0,0.09,8,Low,1717.95
CUST-1235,41,Female,Miami,Master's,59357,88.15,10,881.5,0.83,2025-06-03,Books,10,12.1,0.07,0.49,1,0.23,8,High,1322.25
CUST-1236,58,Male,Atlanta,Master's,40637,71.72,24,1721.28,2.0,2026-01-24,Beauty,12,12.4,0.23,0.15,0,0.22,6,Medium,2581.92
CUST-1237,69,Male,Boston,Bachelor's,78070,102.25,21,2147.25,1.75,2025-08-03,Luxury,21,13.5,0.17,0.23,0,0.07,9,High,3220.88
CUST-1238,66,Male,Atlanta,Master's,57453,59.35,11,652.85,0.92,2025-09-18,Home & Kitchen,10,5.1,0.23,0.38,0,0.22,3,High,979.28
CUST-1239,66,Male,Denver,Bachelor's,105516,130.35,27,3519.45,2.25,2025-10-28,Electronics,10,13.1,0.06,0.76,0,0.22,6,Medium,5279.17
CUST-1240,75,Female,Boston,Bachelor's,56341,58.38,16,934.08,1.33,2025-03-30,Home & Kitchen,23,15.6,0.16,0.2,0,0.12,5,High,1401.12
CUST-1241,69,Non-binary,Miami,Bachelor's,71288,84.68,26,2201.68,2.17,2025-08-22,Luxury,3,3.3,0.76,0.59,0,0.06,8,High,3302.52
CUST-1242,29,Male,New York,Bachelor's,36488,65.14,30,1954.2,2.5,2025-07-27,Books,20,16.7,0.24,0.35,1,0.16,4,High,2931.3
CUST-1243,56,Male,Miami,Bachelor's,81258,107.83,49,5283.67,4.08,2025-07-31,Books,10,10.9,0.21,0.24,0,0.28,4,High,7925.5
CUST-1244,19,Male,Atlanta,Bachelor's,26113,50.68,16,810.88,1.33,2025-12-30,Apparel,29,23.7,0.15,0.36,0,0.19,10,Low,1216.32
CUST-1245,20,Male,Austin,Bachelor's,33466,66.6,7,466.2,0.58,2025-04-08,Luxury,9,5.3,0.34,0.06,1,0.05,10,High,699.3
CUST-1246,66,Female,Miami,Bachelor's,56433,82.03,16,1312.48,1.33,2025-09-22,Apparel,20,14.5,0.18,0.64,0,0.2,5,Medium,1968.72
CUST-1247,54,Male,Miami,High School,24061,23.87,35,835.45,2.92,2025-12-26,Apparel,19,13.1,0.34,0.19,1,0.13,6,Medium,1253.18
CUST-1248,66,Male,Austin,PhD,67623,83.93,16,1342.88,1.33,2025-05-20,Apparel,14,13.0,0.39,0.58,0,0.18,4,High,2014.32
CUST-1249,73,Male,Miami,Master's,66728,86.31,40,3452.4,3.33,2025-07-06,Home & Kitchen,2,2.3,0.45,0.05,0,0.22,2,High,5178.6
CUST-1250,34,Female,Chicago,Bachelor's,82621,101.03,12,1212.36,1.0,2026-02-10,Electronics,5,3.8,0.41,0.76,1,0.15,2,High,1818.54
CUST-1251,66,Male,New York,High School,96120,109.95,35,3848.25,2.92,2025-08-26,Books,20,10.2,0.35,0.15,1,0.24,3,High,5772.38
CUST-1252,19,Female,Seattle,Master's,39562,49.26,49,2413.74,4.08,2025-12-10,Home & Kitchen,29,29.5,0.2,0.71,0,0.22,2,High,3620.61
CUST-1253,19,Male,New York,Master's,34320,78.33,21,1644.93,1.75,2025-03-04,Electronics,29,32.1,0.24,0.65,0,0.18,1,High,2467.4
CUST-1254,45,Female,Miami,Master's,70572,86.68,43,3727.24,3.58,2025-08-12,Books,8,11.7,0.28,0.77,0,0.05,8,High,5590.86
CUST-1255,71,Female,Chicago,Bachelor's,36453,79.97,36,2878.92,3.0,2025-10-21,Luxury,7,7.6,0.69,0.38,1,0.25,5,Medium,4318.38
CUST-1256,40,Male,Boston,Bachelor's,69040,77.63,48,3726.24,4.0,2026-01-24,Books,6,5.8,0.53,0.58,1,0.28,10,Low,5589.36
CUST-1257,54,Male,Miami,High School,69298,95.87,17,1629.79,1.42,2025-10-21,Books,11,11.8,0.33,0.3,0,0.04,1,High,2444.68
CUST-1258,49,Female,Atlanta,High School,61027,83.32,32,2666.24,2.67,2025-12-15,Books,12,17.1,0.32,0.15,0,0.15,9,Low,3999.36
CUST-1259,50,Non-binary,Chicago,Master's,77659,88.44,41,3626.04,3.42,2025-12-03,Beauty,18,23.9,0.13,0.35,0,0.08,8,Low,5439.06
CUST-1260,18,Female,Austin,Master's,35609,50.93,6,305.58,0.5,2025-06-22,Luxury,19,15.6,0.3,0.13,0,0.23,4,High,458.37
CUST-1261,36,Female,Chicago,Bachelor's,48631,68.48,24,1643.52,2.0,2025-03-23,Home & Kitchen,10,7.4,0.33,0.79,0,0.22,8,High,2465.28
CUST-1262,19,Non-binary,Austin,Master's,25830,37.39,27,1009.53,2.25,2025-08-20,Home & Kitchen,25,19.1,0.17,0.08,0,0.04,10,High,1514.3
CUST-1263,70,Female,Denver,Bachelor's,62214,79.65,20,1593.0,1.67,2025-09-07,Electronics,29,29.1,0.11,0.47,1,0.26,7,Medium,2389.5
CUST-1264,61,Male,Seattle,Bachelor's,52695,49.05,25,1226.25,2.08,2026-01-28,Home & Kitchen,25,31.1,0.05,0.5,1,0.05,7,Low,1839.38
CUST-1265,43,Non-binary,Portland,Bachelor's,32174,59.29,2,118.58,0.17,2026-01-03,Apparel,21,21.1,0.21,0.43,1,0.24,1,High,177.87
CUST-1266,49,Male,Chicago,PhD,45068,77.34,9,696.06,0.75,2025-08-13,Books,14,7.9,0.17,0.53,0,0.14,6,High,1044.09
CUST-1267,23,Female,San Francisco,High School,23838,48.38,28,1354.64,2.33,2026-02-02,Home & Kitchen,3,3.7,0.54,0.09,0,0.1,4,Medium,2031.96
CUST-1268,49,Male,Atlanta,PhD,89169,131.81,38,5008.78,3.17,2026-01-26,Electronics,18,23.5,0.12,0.44,1,0.05,10,Low,7513.17
CUST-1269,72,Male,Miami,Master's,99056,125.88,3,377.64,0.25,2025-10-28,Electronics,24,18.9,0.35,0.23,0,0.05,10,Medium,566.46
CUST-1270,21,Male,Atlanta,High School,24522,55.95,20,1119.0,1.67,2025-04-15,Apparel,15,17.5,0.14,0.75,1,0.2,10,High,1678.5
CUST-1271,72,Female,New York,Bachelor's,75921,108.3,6,649.8,0.5,2026-01-19,Electronics,6,5.6,0.28,0.61,0,0.17,2,High,974.7
CUST-1272,28,Male,Portland,Master's,82470,74.96,39,2923.44,3.25,2025-12-07,Beauty,10,13.9,0.22,0.78,0,0.04,10,Low,4385.16
CUST-1273,73,Male,New York,Bachelor's,35154,59.39,33,1959.87,2.75,2025-08-26,Books,27,36.3,0.22,0.03,0,0.03,7,High,2939.8
CUST-1274,34,Male,Denver,PhD,68219,74.39,1,74.39,0.08,2025-11-11,Books,12,12.3,0.13,0.23,0,0.02,9,Medium,111.58
CUST-1275,55,Female,Portland,PhD,115670,123.86,37,4582.82,3.08,2025-06-04,Books,7,8.3,0.32,0.16,1,0.22,5,High,6874.23
CUST-1276,41,Undisclosed,Portland,Bachelor's,78542,88.47,6,530.82,0.5,2025-04-11,Luxury,17,23.5,0.11,0.01,0,0.21,8,High,796.23
CUST-1277,22,Female,New York,Bachelor's,28773,45.65,45,2054.25,3.75,2025-11-17,Home & Kitchen,1,1.0,0.67,0.19,0,0.02,5,Medium,3081.38
CUST-1278,69,Female,Austin,PhD,53796,80.3,34,2730.2,2.83,2025-04-16,Beauty,26,21.1,0.32,0.54,0,0.17,7,High,4095.3
CUST-1279,51,Female,New York,Bachelor's,24550,48.89,47,2297.83,3.92,2026-01-20,Home & Kitchen,18,22.6,0.21,0.18,1,0.03,7,Low,3446.74
CUST-1280,23,Female,Atlanta,High School,32352,52.23,15,783.45,1.25,2025-07-30,Beauty,26,18.7,0.3,0.41,0,0.27,9,High,1175.18
CUST-1281,39,Male,Austin,High School,103956,131.18,45,5903.1,3.75,2025-12-21,Home & Kitchen,15,13.3,0.31,0.71,0,0.27,3,High,8854.65
CUST-1282,28,Male,Atlanta,Bachelor's,48729,76.56,26,1990.56,2.17,2026-01-05,Apparel,19,25.9,0.1,0.56,0,0.21,1,High,2985.84
CUST-1283,65,Male,Denver,PhD,26288,50.71,14,709.94,1.17,2025-07-09,Electronics,28,34.3,0.39,0.32,0,0.28,2,High,1064.91
CUST-1284,33,Male,Miami,Master's,51715,54.47,7,381.29,0.58,2025-05-25,Electronics,1,0.9,0.76,0.3,0,0.24,6,High,571.94
CUST-1285,50,Male,Boston,Bachelor's,82631,95.24,46,4381.04,3.83,2025-11-17,Apparel,5,3.6,0.26,0.36,1,0.25,10,Medium,6571.56
CUST-1286,26,Female,Austin,High School,56429,76.69,31,2377.39,2.58,2025-09-21,Beauty,15,12.8,0.12,0.14,0,0.17,10,Medium,3566.08
CUST-1287,23,Male,Denver,Bachelor's,25897,53.23,24,1277.52,2.0,2025-08-23,Luxury,3,2.4,0.2,0.51,0,0.09,9,High,1916.28
CUST-1288,33,Female,San Francisco,Master's,65383,72.1,31,2235.1,2.58,2026-02-21,Beauty,1,0.7,0.21,0.29,1,0.07,3,High,3352.65
CUST-1289,46,Female,Denver,High School,69594,89.48,29,2594.92,2.42,2026-01-01,Electronics,8,9.9,0.7,0.68,0,0.1,10,Low,3892.38
CUST-1290,20,Male,New York,Bachelor's,23058,27.4,42,1150.8,3.5,2025-05-01,Luxury,12,9.0,0.21,0.61,0,0.19,2,High,1726.2
CUST-1291,37,Female,New York,High School,60654,90.91,32,2909.12,2.67,2025-07-20,Home & Kitchen,27,25.8,0.32,0.49,0,0.05,1,High,4363.68
CUST-1292,53,Female,Boston,Bachelor's,55054,77.48,17,1317.16,1.42,2025-04-29,Luxury,22,19.5,0.31,0.29,0,0.08,2,High,1975.74
CUST-1293,36,Male,Denver,PhD,52181,58.72,14,822.08,1.17,2025-08-26,Beauty,25,37.1,0.26,0.17,1,0.14,3,High,1233.12
CUST-1294,43,Female,Seattle,Bachelor's,44659,51.13,40,2045.2,3.33,2025-12-22,Apparel,19,16.9,0.29,0.62,1,0.07,7,Low,3067.8
CUST-1295,20,Female,Miami,Bachelor's,34706,58.58,36,2108.88,3.0,2025-05-13,Home & Kitchen,25,14.5,0.06,0.39,1,0.18,2,High,3163.32
CUST-1296,36,Female,New York,Bachelor's,52112,85.86,48,4121.28,4.0,2025-05-19,Beauty,25,14.7,0.16,0.18,1,0.28,5,High,6181.92
CUST-1297,37,Female,Boston,PhD,25101,34.13,24,819.12,2.0,2025-09-14,Home & Kitchen,12,13.1,0.27,0.16,0,0.22,2,High,1228.68
CUST-1298,49,Female,Miami,High School,70285,98.15,45,4416.75,3.75,2025-12-30,Luxury,13,14.3,0.05,0.13,0,0.2,7,Low,6625.12
CUST-1299,24,Female,Denver,Bachelor's,33625,48.2,27,1301.4,2.25,2025-03-18,Electronics,28,25.7,0.06,0.62,0,0.17,10,High,1952.1
CUST-1300,69,Male,Denver,Bachelor's,49079,77.31,25,1932.75,2.08,2026-02-16,Beauty,1,0.9,0.78,0.18,0,0.15,8,Low,2899.12
CUST-1301,58,Male,Portland,Master's,53806,80.64,32,2580.48,2.67,2025-09-19,Apparel,19,10.5,0.29,0.42,1,0.06,8,Medium,3870.72
CUST-1302,50,Male,Boston,Bachelor's,52018,73.57,18,1324.26,1.5,2025-06-30,Luxury,6,6.1,0.31,0.36,1,0.27,8,High,1986.39
CUST-1303,57,Female,New York,High School,58066,59.72,46,2747.12,3.83,2025-04-01,Beauty,8,8.0,0.65,0.46,0,0.07,10,High,4120.68
CUST-1304,56,Male,Seattle,Bachelor's,87137,113.95,18,2051.1,1.5,2026-02-22,Apparel,4,2.6,0.73,0.7,0,0.03,9,Low,3076.65
CUST-1305,35,Female,Denver,Master's,62718,87.74,37,3246.38,3.08,2025-09-29,Beauty,5,3.0,0.35,0.69,0,0.23,1,High,4869.57
CUST-1306,57,Female,Seattle,High School,81791,105.9,26,2753.4,2.17,2026-01-25,Luxury,25,15.6,0.06,0.36,0,0.05,1,High,4130.1
CUST-1307,18,Female,Denver,Master's,25155,47.11,9,423.99,0.75,2026-01-13,Beauty,22,13.2,0.38,0.01,0,0.11,10,Low,635.98
CUST-1308,28,Undisclosed,New York,High School,57326,68.54,35,2398.9,2.92,2025-12-07,Home & Kitchen,28,31.1,0.17,0.34,0,0.01,2,High,3598.35
CUST-1309,45,Female,Miami,Bachelor's,84080,114.91,8,919.28,0.67,2026-02-02,Luxury,7,4.9,0.19,0.48,1,0.04,6,Medium,1378.92
CUST-1310,74,Female,Chicago,Bachelor's,48887,77.87,20,1557.4,1.67,2025-08-18,Beauty,23,17.3,0.22,0.45,1,0.05,1,High,2336.1
CUST-1311,42,Male,Miami,Master's,85242,94.49,42,3968.58,3.5,2025-08-06,Electronics,4,2.7,0.71,0.52,0,0.02,5,High,5952.87
CUST-1312,67,Female,Denver,Bachelor's,52432,85.57,22,1882.54,1.83,2025-08-10,Beauty,20,29.2,0.13,0.12,0,0.2,5,High,2823.81
CUST-1313,40,Male,Atlanta,Master's,58566,79.88,19,1517.72,1.58,2025-04-29,Home & Kitchen,4,5.4,0.32,0.52,0,0.25,4,High,2276.58
CUST-1314,48,Male,Chicago,Master's,98403,119.69,30,3590.7,2.5,2025-11-18,Apparel,15,11.0,0.13,0.15,1,0.11,5,Medium,5386.05
CUST-1315,47,Female,Chicago,Bachelor's,56283,74.52,28,2086.56,2.33,2025-07-15,Apparel,27,22.3,0.4,0.6,1,0.26,1,High,3129.84
CUST-1316,59,Female,Seattle,Master's,67906,87.13,35,3049.55,2.92,2025-11-21,Apparel,21,14.9,0.12,0.27,1,0.06,6,Medium,4574.33
CUST-1317,52,Male,Boston,Master's,77328,111.04,43,4774.72,3.58,2026-02-01,Electronics,5,5.0,0.56,0.57,0,0.1,7,Low,7162.08
CUST-1318,24,Female,Seattle,High School,31132,61.46,11,676.06,0.92,2025-10-26,Home & Kitchen,24,12.5,0.37,0.04,1,0.05,8,Medium,1014.09
CUST-1319,33,Female,Seattle,Bachelor's,70101,100.22,31,3106.82,2.58,2025-03-29,Luxury,9,10.5,0.22,0.33,0,0.19,2,High,4660.23
CUST-1320,43,Female,Atlanta,PhD,63869,85.71,49,4199.79,4.08,2026-02-20,Apparel,2,2.0,0.88,0.56,0,0.13,7,Low,6299.68
CUST-1321,65,Female,Miami,High School,38955,67.85,48,3256.8,4.0,2025-11-16,Home & Kitchen,27,37.8,0.38,0.18,0,0.18,6,Medium,4885.2
CUST-1322,74,Female,Miami,Master's,71965,83.62,39,3261.18,3.25,2025-09-16,Beauty,7,4.7,0.81,0.64,0,0.23,9,Medium,4891.77
CUST-1323,69,Undisclosed,San Francisco,PhD,50350,76.18,36,2742.48,3.0,2025-06-18,Electronics,17,22.2,0.13,0.5,1,0.16,8,High,4113.72
CUST-1324,66,Female,Denver,High School,80515,98.98,30,2969.4,2.5,2025-05-11,Home & Kitchen,16,20.7,0.27,0.47,0,0.19,4,High,4454.1
CUST-1325,19,Female,Atlanta,Bachelor's,36860,36.26,23,833.98,1.92,2025-05-29,Home & Kitchen,17,10.7,0.32,0.28,0,0.28,9,High,1250.97
CUST-1326,18,Non-binary,San Francisco,Bachelor's,20972,25.11,19,477.09,1.58,2025-12-27,Luxury,20,18.0,0.4,0.39,0,0.09,1,High,715.64
CUST-1327,65,Non-binary,New York,Bachelor's,92476,105.85,12,1270.2,1.0,2025-06-04,Home & Kitchen,26,17.4,0.11,0.48,0,0.11,6,High,1905.3
CUST-1328,29,Male,Denver,High School,56778,80.93,15,1213.95,1.25,2025-08-26,Luxury,23,17.4,0.32,0.38,0,0.22,8,High,1820.93
CUST-1329,22,Male,Denver,High School,29345,42.72,31,1324.32,2.58,2025-04-19,Electronics,2,1.5,0.37,0.56,0,0.18,4,High,1986.48
CUST-1330,54,Male,Portland,Bachelor's,46752,60.84,43,2616.12,3.58,2025-10-15,Electronics,11,11.6,0.11,0.35,0,0.05,2,High,3924.18
CUST-1331,49,Male,Portland,Master's,68769,96.4,37,3566.8,3.08,2025-03-24,Beauty,2,1.8,0.44,0.16,0,0.11,2,High,5350.2
CUST-1332,72,Female,Austin,Master's,66336,80.79,37,2989.23,3.08,2025-11-17,Luxury,1,1.4,0.74,0.17,1,0.14,10,Medium,4483.84
CUST-1333,26,Female,Austin,Bachelor's,86538,119.85,15,1797.75,1.25,2026-01-27,Luxury,26,16.3,0.21,0.0,0,0.13,1,High,2696.62
CUST-1334,58,Female,Seattle,High School,50172,81.82,29,2372.78,2.42,2025-11-12,Apparel,2,2.9,0.53,0.24,0,0.05,5,Medium,3559.17
CUST-1335,52,Male,New York,Bachelor's,98216,118.43,43,5092.49,3.58,2026-01-28,Apparel,29,21.2,0.4,0.6,0,0.28,6,Medium,7638.74
CUST-1336,36,Female,Chicago,Bachelor's,78294,105.83,26,2751.58,2.17,2025-03-13,Beauty,23,29.3,0.19,0.64,1,0.23,4,High,4127.37
